studyDbId;studyName;studyDescription;trialType;breedingProgramDbId;breedingProgramName;breedingProgramDescription;studyYear;studyDesign;locationDbId;locationName;plantingDate;harvestDate;plotWidth;plotLength;plantsPerPlot;numberBlocks;numberReps;fieldSize;fieldTrialIsPlannedToBeGenotyped;fieldTrialIsPlannedToCross;folderDbId;folderName;folderDescription;managementFactors
11170;BR.CET.21.PP1;Clonal evaluation trial with 2011, 2020,  F1wx, F2Powx, F2wx and GS clones of EMBRAPA UFRB-PP1, Bahia, Brazil;"Clonal Evaluation""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;Augmented;298;Cruz das Almas (BA)-UFRB-PP1;;;0.9;6.4;8;18;18;;no;no;;;; No ManagementFactor: 
6400;BR.CETHerb.19.UFRB;CET for herbicide resistance assessment at UFRB-Candeal station trial in Cruz das Almas, BA;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;37;Cruz Das Almas (BA)-CNPMF-Area 2;2019-July-16;;0.9;3;;9;1;;no;no;4892;BR2019;; No ManagementFactor: 
10725;BR.CETS1.12.NH1;Clonal Evaluation trial  with 2011 S1 clones of EMBRAPA at NH1, Laje, Bahia, Brazil;"Clonal Evaluation""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2012;Augmented;293;Laje (BA)-Novo Horizonte 1;;;1.8;8;10;6;6;;no;no;;;; No ManagementFactor: 
7352;BR.CETWx.20.Candeal;EMBRAPA Clones from Seedlings Nursery for Waxy starch selection;Clonal Evaluation;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;Augmented;299;Cruz das Almas (BA)-UFRB-Candeal;2020-May-26;;0.9;6.4;;15;1;;yes;no;10531;BR.CET.20;; No ManagementFactor: 
7647;BR.PT.19.DOU;Phenotyping Trial to evaluated for Cassava Diseases;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;277;Dourados (MS)-UFGD;2019-October-05;;0.9;4;;4;5;;no;no;4892;BR2019;; No ManagementFactor: 
11317;BR.PT.TolHerb.Callisto.22.PP1;Phenotyping trial for herbicide tolerance - Callisto.;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;;;0.9;3;6;10;1;;no;no;;;; BR.PT.TolHerb.Callisto.22.PP1_Treat_Callisto: No description
11315;BR.PT.TolHerb.Flumyzin.22.PP1;Phenotyping trial for herbicide tolerance - Flumyzin;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;;;0.9;3;6;10;1;;no;no;;;; BR.PT.TolHerb.Flumyzin.22.PP1_Treat_Flumyzin: No description
11313;BR.PT.TolHerb.Pacto.22.PP1;Phenotyping trial for herbicide tolerance - Pacto;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;;;0.9;3;6;10;1;;no;no;;;; BR.PT.TolHerb.Pacto.22.PP1_Treat_Pacto: No description
8835;BR.PTBAG.20.Candeal;Phenotyping trial at Candeal/UFRB, Cruz das Almas, Bahia, BRazil, 2020;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;Augmented;299;Cruz das Almas (BA)-UFRB-Candeal;;;;;5;15;1;;no;yes;10532;BR.PT.20;; No ManagementFactor: 
10185;BR.PTBAG.21.Candeal;BAG 2021 at Candeal.;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;Augmented;299;Cruz das Almas (BA)-UFRB-Candeal;;;1.8;6.5;;15;1;;yes;no;10544;BR.PT.21;; No ManagementFactor: 
11325;BR.PTBAG.22.Candeal;BAG phenotypic trial evaluation at Candeal field - Cruz das Almas (BA).;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;ARC;299;Cruz das Almas (BA)-UFRB-Candeal;;;1.8;7;20;15;1;;no;no;;;; No ManagementFactor: 
10182;BR.PTBAG.IBC.21.Candeal;BAG 2 at Candeal (2021) to IBS analysis.;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;CRD;299;Cruz das Almas (BA)-UFRB-Candeal;;;;;;1;1;;yes;no;10544;BR.PT.21;; No ManagementFactor: 
11278;BR.PTBAGRec.19.Candeal;BAG Recupera��o plantado no Candeal em 2019;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;CRD;299;Cruz das Almas (BA)-UFRB-Candeal;;;;;;1;1;;no;no;;;; No ManagementFactor: 
10727;BR.PYT.13.NH1;Preliminary Yield Trial with 2011 clones at NH1, Laje, Bahia, Brazil;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2013;CRD;293;Laje (BA)-Novo Horizonte 1;;;1.8;6.4;16;2;2;;no;no;10460;BR2013;; No ManagementFactor: 
10738;BR.PYT.16.Capela;Preliminary Yield Trial with 2014 clones at Capela, Laje, Bahia, Brazil;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2016;Augmented;510;Laje (BA) - Capela;;;1.8;6.4;16;4;4;;no;no;10465;BR2016;; No ManagementFactor: 
10742;BR.PYT.18.NH1;Preliminary Yield Trial with 2017 clones at NH1, Laje, Bahia, Brazil;;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;293;Laje (BA)-Novo Horizonte 1;;;1.8;6.4;16;3;3;;no;no;11234;BR.PYT.18;; No ManagementFactor: 
10751;BR.PYT.19.NH2A;Preliminary Yield Trial with 2018 clones at NH2, Laje, Bahia, Brazil;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;CRD;297;Laje (BA)-Novo Horizonte 2A;;;1.8;4.8;12;2;2;;no;no;4892;BR2019;; No ManagementFactor: 
6684;BR.PYT.19.NH2B;Preliminary yield trial (BR-18 clones) at Novo Horizonte 2B station, Laje, BA, Brazil.;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;297;Laje (BA)-Novo Horizonte 2A;2019-July-31;;1.8;4;;2;2;;no;no;4892;BR2019;; No ManagementFactor: 
6674;BR.PYT.19.PP1;Embrapa cassava (BR-18 clones) preliminary yield trial at UFRB/PP1 station, Cruz das Almas, BA.;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;2019-July-31;;1.8;4;20;2;2;;no;no;4892;BR2019;; No ManagementFactor: 
11171;BR.PYT.21.Candeal;Preliminary yield trial with Waxy and BR-19 clones.;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;299;Cruz das Almas (BA)-UFRB-Candeal;;;1.8;6.4;16;2;1;;no;no;;;; No ManagementFactor: 
10920;BR.PYT.21.PP1;Preliminary Yield Trial with 2019 clones at PP1, Cruz das Almas, Bahia, Brazil ;"Preliminary Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;CRD;298;Cruz das Almas (BA)-UFRB-PP1;;;1.8;6.4;16;2;2;;no;no;;;; No ManagementFactor: 
10919;BR.PYT.21.SJ;Preliminary Yield Trial with 2019 clones at Fazenda S�o Jorge, Laje, Bahia, Brazil (Factorial 16cm and 8MP);"Preliminary Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;CRD;489;Laje (BA)-Fazenda Sao Jorge;;;1.8;6.4;16;4;2;;no;no;;;; No ManagementFactor: 
11319;BR.PYT.22.Candeal;Convencional clones 2020 - Premiminary yield trial located at Candeal field - Cruz das Almas (BA).;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;299;Cruz das Almas (BA)-UFRB-Candeal;;;1.8;5.6;16;2;1;;no;no;;;; BR.PYT.22.Candeal_Treat_IND: No description BR.PYT.22.Candeal_Treat_WX: No description BR.PYT.22.Candeal_Treat_MESA: No description BR.PYT.22.Candeal_Treat_8MP: No description BR.PYT.22.Candeal_Treat_16CM: No description
6666;BR.PYTGS.19.NH2;Genomic Selection Preliminary Yield Trial 2019 at Novo Horizonte 2, Laje, Bahia, Brazil;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;297;Laje (BA)-Novo Horizonte 2A;2019-October-02;2020-July-31;4.8;1.8;5;2;2;;no;no;6571;BR.PYTGS.19;; No ManagementFactor: 
6668;BR.PYTGS.19.PP1;Genomic Selection Preliminary Yield Trial 2019 at PP1/UFRB station, Cruz das Almas, Bahia, Brazil;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;2019-October-02;;1.8;4.8;5;2;1;;no;no;6571;BR.PYTGS.19;; No ManagementFactor: 
6665;BR.PYTGS.19.RA1;Genomic Selection Preliminary Yield Trial 2019 at Rio de Areia 1, Laje, Bahia, Brazil;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;294;Laje (BA)-Rio de Areia 1;2019-October-02;;1.8;4.8;5;2;2;;no;no;6571;BR.PYTGS.19;; No ManagementFactor: 
10088;BR.PYTGSC2.21.CNPMF;Genomic Selection Preliminary yield trial located at EMBRAPA Area 2 field.;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;1.8;5.6;7;2;1;;no;no;10085;BR.PYT.21;; No ManagementFactor: 
10090;BR.PYTGSC2.21.NH1;Genomic Selection Preliminary yield trial located at Laje (BA) Novo Horizonte 1. ;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;293;Laje (BA)-Novo Horizonte 1;;;1.8;5.6;7;2;1;;no;no;10085;BR.PYT.21;; No ManagementFactor: 
10728;BR.PYTS1.13.NH1;Preliminary Yield Trial with 2011 S1 clones at NH1, Laje, Bahia, Brazil;"Preliminary Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2013;CRD;293;Laje (BA)-Novo Horizonte 1;;;1.8;6.4;16;2;2;;no;no;10460;BR2013;; No ManagementFactor: 
7641;BR.PYTWx.20.Candeal;EMBRAPA Clones from Clonal Evaluation Trial of 2019;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;299;Cruz das Almas (BA)-UFRB-Candeal;2020-July-01;;1.8;6.4;;2;2;;no;no;7640;BR.PYTWx.20;; No ManagementFactor: 
7642;BR.PYTWx.20.RA1;EMBRAPA Clones from Clonal Evaluation Trial of 2019;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;294;Laje (BA)-Rio de Areia 1;2020-June-30;;1.8;6.4;;2;2;;no;no;7640;BR.PYTWx.20;; No ManagementFactor: 
11168;BR.PYTWx.21.CNPMF;Trial with waxy clones. This is a complement from trial BR.PYTGSC2.21.CNPMF;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;1.8;5.6;14;2;1;;no;no;10085;BR.PYT.21;; No ManagementFactor: 
11169;BR.PYTWx.21.NH1;Trial with waxy clones. This is a complement from BR.PYTGSC2.21.NH1 trial.;Preliminary Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;293;Laje (BA)-Novo Horizonte 1;;;1.8;5.6;14;2;1;;no;no;10085;BR.PYT.21;; No ManagementFactor: 
4890;BR.RT.18.UNIVASF;UNIVASF Dry Tolerance Trial in Petrolina - Pernambuco;Regional Trials;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;RCBD;226;Petrolina (PE)-UNIVASF;2018-November-29;2019-June-14;0.9;6.5;3;4;4;;no;no;4013;BR2018;; No ManagementFactor: 
6360;BR.RT.19.UNIVASF;UNIVASF Dry Tolerance Trial in Petrolina - Pernambuco;"Regional Trials""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;226;Petrolina (PE)-UNIVASF;2019-July-22;2020-February-13;0.9;0.65;;4;4;;yes;no;4892;BR2019;; No ManagementFactor: 
5687;BR.SA.18.DOU;Anthracnose disease trial from screening disease trial group located at EMBRAPA Agropecu�ria Oeste, Dourados, MS, Brazil;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;Augmented;277;Dourados (MS)-UFGD;2018-September-10;;0.8;4.5;5;5;5;;no;no;4013;BR2018;; BR.SA.18.DOU_Antracnose: 
5684;BR.SC.18.DOU;Control trial from screening disease trial group located at EMBRAPA Agropecu�ria Oeste, Dourados, MS, Brazil;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;Augmented;277;Dourados (MS)-UFGD;2018-September-12;;0.8;4.5;5;5;5;;no;no;4013;BR2018;; No ManagementFactor: 
5693;BR.SCBB.18.DOU;Cassava bacterial blight disease trial from screening disease trial group located at EMBRAPA Agropecu�ria Oeste, Dourados, MS, Brazil;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;Augmented;277;Dourados (MS)-UFGD;2018-September-07;;0.8;4.5;5;5;5;;no;no;4013;BR2018;; BR.SCBB.18.DOU_CBB: 
7262;BR.SET.20.CNPMF1;EMBRAPA Clones of C2 Cycle of recurrent selection assisted by genomic selection;Seedling Nursery;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;Augmented;37;Cruz Das Almas (BA)-CNPMF-Area 2;2020-January-27;2020-November-19;0.9;0.8;;11;1;;yes;no;7242;BR2020;; No ManagementFactor: 
10184;BR.SETGS.21.CNPMF;C2 and C3 Seedlings evaluation trial, related with genotyping plates 2022;Seedling Nursery;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;CRD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;;;1;16;80;;yes;no;10087;BR.SET.21;; No ManagementFactor: 
7345;BR.SHBAGNew.20.CNPMF;New clones from EMBRAPA bank of germplasm;Screen House;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;greenhouse;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;;;varies;1;1;;yes;no;7242;BR2020;; No ManagementFactor: 
7894;BR.SM.17.UFRB;Seed multiplication at UFRB-PP1;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2017;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;2017-October-09;;0.9;6.5;;3;1;;no;no;5632;BR2017;; No ManagementFactor: 
10145;BR.SM.21.CNPMF;Multiplication trial with 2021g clones at EMBRAPA Area 2 field;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;CRD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;;;;1;1;;yes;no;10086;BR.SM.21;; No ManagementFactor: 
10568;BR.SM.Teste.22.CNPMF;Trial criado para obter sin�nimos dos acessos da Embrapa inseridos ate Julho de 2022;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;CRD;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;;;;1;1;;no;no;;;; No ManagementFactor: 
10092;BR.SMGS-C1.21.NH;Multiplication trial with GS-C1 clones at Laje (BA) Novo Horizonte.;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;293;Laje (BA)-Novo Horizonte 1;;;0.9;5.6;8;10;1;;no;no;10086;BR.SM.21;; No ManagementFactor: 
10091;BR.SMGS-C2.21.NH1;Multiplication trial with GS-C2 clones at Laje (BA) Novo Horizonte 1.;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;CRD;293;Laje (BA)-Novo Horizonte 1;;;0.9;4;5;1;1;;no;no;10086;BR.SM.21;; No ManagementFactor: 
6694;BR.SMGS.19.NH2;Multiplication of unselected GS clones for Preliminary Yield Trial 2019, at Novo Horizonte 2B station, Laje, BA, Brazil.;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;MAD;297;Laje (BA)-Novo Horizonte 2A;2019-October-07;;0.9;3;;10;1;;no;no;4892;BR2019;; No ManagementFactor: 
7801;BR.SMGS.20.Candeal;Seed Multiplication GS.18 parents C2 and BAG accessions;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;CRD;299;Cruz das Almas (BA)-UFRB-Candeal;2020-July-14;;;;;1;1;;yes;no;7242;BR2020;; No ManagementFactor: 
5691;BR.SSE.18.DOU;Superelongation disease trial from screening disease trial group located at EMBRAPA Agropecu�ria Oeste, Dourados, MS, Brazil;phenotyping_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;Augmented;277;Dourados (MS)-UFGD;2018-September-11;;0.8;4.5;5;5;5;;no;no;4013;BR2018;; BR.SSE.18.DOU_Superelongation: 
4150;BR.TP.18.EMBRAPA.NextGen;EMBRAPA C1 Training Population Trial;crossing_block_trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;greenhouse;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;;;varies;1;1;;yes;yes;4149;Training Populations;; No ManagementFactor: 
10720;BR.Test.22.CNPMF;Obter sinonimos;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;greenhouse;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;;;varies;1;1;;no;no;;;; No ManagementFactor: 
10734;BR.UYT.15.NH1;Regional yield trial with 2011 clones at NH1, Laje, Bahia, Brazil;;,3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;CRD;293;Laje (BA)-Novo Horizonte 1;;;3.6;6.4;32;3;3;;no;no;10464;BR2015;; No ManagementFactor: 
10736;BR.UYT.15.NH2;Regional yield trial with 2011 clones at NH1, Laje, Bahia, Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;CRD;297;Laje (BA)-Novo Horizonte 2A;;;3.6;6.4;32;3;3;;no;no;10464;BR2015;; No ManagementFactor: 
10733;BR.UYT.15.SAm;Regional yield trial with 2011 clones at NH1, Laje, Bahia, Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2015;CRD;504;Santo Amaro (BA);;;3.6;6.4;32;3;3;;no;no;10464;BR2015;; No ManagementFactor: 
10753;BR.UYT.16.FSV;Regional yield trial with 2011 and 2012 clones at Fazenda Sombra Verde, Laje, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2016;CRD;511;Laje (BA) - Fazenda Sombra Verde;;;3.6;6.4;32;3;3;;no;no;10465;BR2016;; No ManagementFactor: 
10850;BR.UYT.16.NH1;Regional yield trial with 2011 and 2012 clones at NH1, Laje, Bahia, Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2016;CRD;293;Laje (BA)-Novo Horizonte 1;;;3.6;6.4;32;3;3;;no;no;10465;BR2016;; No ManagementFactor: 
10851;BR.UYT.16.SAm;Regional yield trial with 2011 and 2012 clones at Santo Amaro, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2016;CRD;293;Laje (BA)-Novo Horizonte 1;;;3.6;6.4;32;3;3;;no;no;10465;BR2016;; No ManagementFactor: 
10852;BR.UYT.16.SJ;Regional yield trial with 2011 and 2012 clones at Fazenda S�o Jorge, Laje, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2016;CRD;489;Laje (BA)-Fazenda Sao Jorge;;;3.6;6.4;32;3;3;;no;no;10465;BR2016;; No ManagementFactor: 
10743;BR.UYT.17.Candeal;Regional yield trial with 2011 and 2012 clones at Candeal, Cruz das Almas , Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2017;CRD;299;Cruz das Almas (BA)-UFRB-Candeal;;;3.6;6.4;32;3;3;;no;no;5632;BR2017;; No ManagementFactor: 
10741;BR.UYT.17.RA1;Regional yield trial with 2011 and 2012 clones at Rio de Areia 1, Laje, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2017;CRD;281;Abidjan;;;3.6;6.4;32;3;3;;no;no;5632;BR2017;; No ManagementFactor: 
10739;BR.UYT.17.RA2;Regional yield trial with 2011 and 2012 clones at Rio de Areia 2, Laje, Bahia, Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2017;CRD;427;Laje (BA)-Rio de Areia 2;;;3.6;6.4;32;3;3;;no;no;5632;BR2017;; No ManagementFactor: 
10740;BR.UYT.17.Railton1;Regional yield trial with 2011 and 2012 clones at Railton1, Laje, Bahia, Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2017;CRD;512;Laje (BA) - Railton;;;3.6;6.4;32;3;3;;no;no;5632;BR2017;; No ManagementFactor: 
10744;BR.UYT.18.NH1;Regional yield trial with 2014 clones at NH1, Laje, Bahia, Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;293;Laje (BA)-Novo Horizonte 1;;;2.7;6.4;24;3;3;;no;no;11232;BR.UYT.18;; No ManagementFactor: 
10747;BR.UYT.18.PP1;Regional yield trial with 2014 clones at UFRB.PP1, Cruz das Almas , Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;298;Cruz das Almas (BA)-UFRB-PP1;;;3.6;6.4;32;3;3;;no;no;11232;BR.UYT.18;; No ManagementFactor: 
10745;BR.UYT.18.RA1;Regional yield trial with 2014 clones at Rio de Areia 1, Laje, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;190;Laje (BA)-Rio de Areia 1;;;3.6;6.4;32;3;3;;no;no;11232;BR.UYT.18;; No ManagementFactor: 
11167;BR.UYT.18.RA2;Regional yield trial with 2011 and 2012 clones at Rio de Areia 2, Laje, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;427;Laje (BA)-Rio de Areia 2;;;2.7;6.4;24;3;3;;no;no;11232;BR.UYT.18;; No ManagementFactor: 
10757;BR.UYT.19.ER;Regional yield trial with 2011 and 2014 clones at Funda��o Jos� Carvalho, Pojuca, Bahia, Brazil.;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;CRD;439;Entre Rios (BA);;;1.8;4;10;2;2;;no;no;;;; No ManagementFactor: 
6797;BR.UYT.19.IFMan;Uniform yield trial to evaluate clones 2014;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;296;Mangabeira (BA)-IF Baiano;2019-September-11;;5.4;8;;3;57;;no;no;4892;BR2019;; No ManagementFactor: 
6798;BR.UYT.19.NH2;Uniforme Yield Trial to evaluate clones 2014;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;297;Laje (BA)-Novo Horizonte 2A;2019-August-22;;5.4;8;;3;48;;no;no;4892;BR2019;; No ManagementFactor: 
10754;BR.UYT.19.NH2A;Regional Yield Trial with 2014 clones at NH2A, Laje, Bahia, Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;CRD;297;Laje (BA)-Novo Horizonte 2A;;;5.4;8;60;3;3;;no;no;4892;BR2019;; No ManagementFactor: 
6799;BR.UYT.19.NH2B;Uniform yield trial to evaluate clones 2014;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;301;Laje (BA)-Novo Horizonte 2B;2019-September-20;;5.4;8;;3;1;;no;no;4892;BR2019;; No ManagementFactor: 
10755;BR.UYT.19.POJ;Regional yield trial with 2011 and 2014 clones at Funda��o Jos� Carvalho, Pojuca, Bahia, Brazil.;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;CRD;438;Pojuca (BA);;;1.8;4;10;2;2;;no;no;4892;BR2019;; No ManagementFactor: 
6800;BR.UYT.19.PP1;Uniform yield trial to evaluate clones 2014;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;2019-August-22;;5.4;8;5;3;1;;no;no;4892;BR2019;; No ManagementFactor: 
6801;BR.UYT.19.RA1;Uniform yield trial to evaluate clones 2014;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;RCBD;294;Laje (BA)-Rio de Areia 1;2019-August-22;;5.4;8;;3;57;;no;no;4892;BR2019;; No ManagementFactor: 
10756;BR.UYT.19.UFV;Regional yield trial with 2011 and 2012 clones at UFV, Florestal, Minas Gerais, Brazil.;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2019;CRD;506;Florestal (MG) - UFV Campus Florestal;;;1.8;4;10;3;3;;no;no;4892;BR2019;; No ManagementFactor: 
7441;BR.UYT.20.Candeal;Uniform Yield Trials from EMBRAPA Cassava Breeding of 2020;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;299;Cruz das Almas (BA)-UFRB-Candeal;;;5.4;8;;3;3;;no;no;7643;BR.UYT.20;; No ManagementFactor: 
7269;BR.UYT.20.IFMan;Uniform Yield Trials from EMBRAPA Cassava Breeding of 2020;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;296;Mangabeira (BA)-IF Baiano;;;5.5;7;;3;3;;no;no;7264;BR.UYT.20.;; No ManagementFactor: 
